id,followers,genres,name,popularity
0E6Fm3v7ftnQ9kIqfG5VRz,0,[],Valdo Reis e Platini,0
0E6Hp8xNT93q3ydBupYT5z,8,[],Semina Insania,0
0E6xQFR342J2GVLjQr774K,1,[],G Scrap Loc,0
0E7fAP8hg5YsmoqHEuPVN9,1,[],Thre3,0
0E80AIHqkMgmEbcCZiPwwY,1,[],Santy & Neko,0
0E8WJ6ltRtLTRhEQv3iNsT,1,[],Huni'G And His Band,0
0E8xqvEmMJQNbUMSZGYWh6,0,[],SEOBIN,0
0E9BbNtN2oExFDtFiVyyqf,0,[],Blacc Ops,0
0E9GBw9Q4QKswEISEnqamz,0,[],Zakaray,0
0EAIiKCDPXGtXEflUu8LIh,0,[],Uncle Alice Band,0
0EBhDCuHoIkatzCoqL3hTD,0,[],Digital Pugsley,0
0EDdx2mtOtph1rDexX7kO8,0,[],Robert Barone,0
6S3nAGEmdt4nhPrtBJ56Ga,300,[],William Pitt,8
0VLMVnVbJyJ4oyZs2L3Yl2,71,['carnaval cadiz'],Las Viudas De Los Bisabuelos,6
0dt23bs4w8zx154C5xdVyl,63,['carnaval cadiz'],Los De Capuchinos,5
0pGhoB99qpEJEsBQxgaskQ,64,['carnaval cadiz'],Los “Pofesionales”,7
3HDrX2OtSuXLW5dLR85uN3,53,['carnaval cadiz'],Los Que No Paran De Rajar,6
0CLwCkyQAQh3aaIVcDDOka,0,[],THELMA GARCIA,0
0CMj2r0cVxhFyJ7JKJjeuA,2,[],Koke Jc,0
0CPJ0OH0nNPyutuSDYxCjJ,13,[],Andre Rocha,0
0CQOV1r9SODIMxUKfBWN7r,49,[],Mitrasphere -ミトラスフィア- サウンドチーム,0
0CQnm2S7xXkfKAZBnQ3AuX,0,[],桜井のぞみ (石原夏織),0
0CYb1GLJyCd9YsDy1CyLaJ,3,[],N.O.B a.k.a. COCOSPIN,0
0Cat0Vcsy8IvLMHQYFpXmB,0,[],Luke Garison,0
0CcJoVb594zyyzV1gV6glB,5,[],DJ Cronic,0
0AZanUIYLgaLUv6JPKrOk3,0,[],Fairchilds,0
0FlEKY0DAdwVppVT51oeLk,3,[],Samuel Reyes,0
0FlIz3WjAXTExCeWD4A14G,0,[],Fnr Tez,0
0FlUvcVD3WSjL1cCx0Dp8E,0,[],Janan,0
0FmAcFoHbWoOIiJT8banyr,1,[],iamjustdrew,0
0Fmrf9QtehWo5XivMENtQ9,7,[],Jaii Peso,0
0Fn4AAkdzNJ8d6GXf3H92N,0,[],아응아,0
0FnMqa1dpreetgg2fRhgbY,0,[],Elise Popma,0
0FnegoCz1hBUwxIJ5eY7T1,0,[],Alykam,0
0FoCXmWSoIGHTWynzInGgB,0,[],"[,j",0
0FoIW5oXgJqe2qZv4bWHE2,0,[],Koo Guy,0
0FpAizL4ViVWwwxguaW7jK,3,[],Salvatore Gravino,0
0FqXFytrDEQneVZ66qKTQf,2,[],Black Jade,0
0FqzpHdzqDtTf69aBEQgi7,0,[],Dre Rozay,0
0Fr9aue7RrkljEiistJoxw,0,[],Jeet Fatehgarhiya,0
0FrKXkadGI9XIYtHWjsg42,0,[],Joy Farmer,0
0FrUyJMAY6I3W0OQQBjDcQ,1,[],Egrojj,0
0FriSDHrgYxYDM9Fwpxgx9,0,[],Insane Duchess,0
0FrzYPJCeWvJQasKGo1Njh,0,[],DaneTheGreat,0
0FsR85VYCi3F5W6gZmS3R2,0,[],KingKeyy,0
0Fso98ZlRTCBtkDomWdLdU,0,[],Sello Lephosa,0
0Ft8borU3EjHQnJdOI6UnD,2,[],Dj Formal,0
0FtbOQA0alUQSKQPEN7eIF,0,[],Setsuka,0
0FtcQko2Wq1Wz2ByA2hzly,1,[],Matth,0
0FuOtcekzQPV88pvwoWdrv,4,[],Javier Jofré,0
0FuWWsAZFQbQfUFhONI6pu,4,[],Kamlesh Rajbhar,0
0FubKw8QsNSjeGd6XZ55rx,0,[],Big Chad Daminko,0
0FuodMZtQAg59EcfcGsxDB,1,[],Starlin Browning,0
0FvnGcM4CRonJDq4vFmXbI,0,[],Jhayla Simmons,0
0FvsVWobzdZkG4DdovqSKd,2,[],Banda Arrepio do Forró,0
0Fw4jGXXHGWmSVGNatwqVZ,0,[],Htweezy,0
0FwQCDim58OUiXj9jcfsPm,0,[],若林潤,0
0FwRZNm6qVL1Lbq2dmWIqP,0,[],Archan Trivedi,0
0FwT5eGbftBUVsWAVLqf5p,0,[],Eniks,0
0FwfQahyfRMBfwS35GdXwL,14,[],Estodoynada,0
0FwpYhP41wVFvqUIzufbzY,0,[],Nouaamane Media,0
0FwyyQGLxYxavQyVUrBCYu,0,[],Flat Region,0
0FxgbHEKHPV4NUyXcr4uUj,5,[],Calvin Es,0
0FxhAfvCH5BCMAda7fH0W8,0,[],Tony Fcee,0
0KqbCJ52M2IeX9MZOQYFXi,0,[],Relaxing Music Playlist Artisanal,0
0Kr1sWSwNTv46gdNH1udlL,0,[],Bharti Prajapati,0
0Kr4BIMlQVjRalTBKbJQ6u,0,[],Ava Bell 5,0
0Kr56HcJFhJLcAaLWwxOUM,1,[],MellowSavage,0
0B1Yk8Wm3duNXMsUns1r7a,0,[],Mr. Masuka,0
0B1xlavPmlfLaytmmxjX81,0,[],Seductive Jazz Deluxe,0
0B2Hbk3PbHwWG987SX5pGY,1,[],Wowzaz,0
0B2SazkeE2aELoTYdrP0TT,3,[],MomoThabizness,0
0B2egobfEz4vuhXtGARf6U,0,[],Winter's Embrace,0
0B2jd6uGKVNIpowxnHH4rX,0,[],Jayco Brim,0
0B2z8yGCFIgtSZqRLfa98d,22,[],Amusia,0
0B3KhPH71OuJsEUYH5M3ah,0,[],Música A La Onda para Cafe en Mexico City,0
0B3KnObNDWKSz47DAGiMif,0,[],"2glockpop, Marketstbaby",0
0B3NE8MZszXGozdifpSq99,1,[],Za Uglom 66,0
0B3OaTKxteuyxtESPeiYIf,0,[],BeatzShack Presents,0
0B3TF8qPj1HJW652JwwXta,3,[],Adi Infinity,0
0B3b39Vu0cR5cEOLe2IOte,0,[],BELA B,0
0B3mPaK7YDs7YfAoaqbCin,0,[],BCA 3,0
0B3qKcTJ3I9cvqQJAKl4Xn,0,[],Kojiro Imamura,0
0B3qxQlp9muHNlIf5GwuUR,3,[],Jessica Strickland,0
0B3z2HkBKAYbJ02MGmy7dF,0,[],yurlocalgothboi,0
0B41ufpdRfR8aSUrED52GD,0,[],コーヒーショップラジオ,0
0B43vUzpw7rJIQf10T6o6r,0,[],V-Soundz,0
0B47rVVWS4gZSQqG5XYs1P,0,[],Jayram Kumar,0
0B485sWC9NXT6dyoXE0Fh8,0,[],Fcd Lil Willow,0
0B4BFze8UUPA1e0JdnT3Nq,0,[],Yvng Lonuh,0
0B4CfoGghSLfOoUN9724y5,1,[],Thajudheen Vatakara,0
0B4ECAcylVGW0z5lYNKH0m,0,[],Nate Aifili,0
0B4gli5I5cw6gVHfm43osg,0,[],Vijay babu,0
0B4hGc7tk3RUvTYaIyrsa2,1,[],Mello Maxx,0
0B4kGQALwjlFZOs36PVSxT,1,[],BIZARRE,0
0B4lsxG1vDuDwYLo93kJ1D,0,[],GUCCIX,0
0B4rYUMYtZqEPhBjpcrPpC,0,[],Korolla X,0
0B4w8JnSwntietSAmGY1pr,0,[],Iamnaturalblessin,0
0B4xWSHnbQHh34qbQpHKag,0,[],Jamoe the Great,0
0B4xkzXZumgmbomaSPPiB6,0,[],Chhappan,0
0B532ckP7k6dxUMDXQ5RtR,0,[],ItiOne,0
0B5FKB96h6CZ7PAx5w3hpO,0,[],Sergio AKA Mr. Magic,0
0EunAJmKXLqZlvxhYDgP93,0,[],Rich J,0
5bKSpGcoMqXQThrsuRGgdl,0,[],Achala Sachdev,0
22mLrN5fkppmuUPsHx6i2G,59,"['classical harp', 'harp']",Vera Dulova,3
7DLDYPMRJ0NFPcBTlg04DE,187,[],Guru Dutt,2
1OCPhFtvkZDLUJJkrJfD2G,155,[],The De Castro Sisters,8
4PiJnql6Z3yQ1okaLjPHpD,12,[],Orchestra Sinfonica,9
7eXSIjGrfSvF1xDDIJwBxC,0,[],Teddy Stewart Orchestra,16
1OsJZxSshQD4BCg1VtwxsN,155,['classical contralto'],Anna Larsson,19
5JRTWjFYThNR99D7IOEmn0,106,['british choir'],BBC Chorus,16
1QWmCjjcNmh4kzYX1Q9VFJ,1691,[],Mariachis,6
4sTTEheJxmjwv9TmrHOaPz,288,"[""children's story""]",Honor Blackman,15
3PJ8OSq1gHjL4CIyn1S2bR,265,[],Andrew Brown,16
07l4IjPHWrdFqxDd68UNIJ,893,[],The Rocky Horror Show Ensemble (2000),27
3iJQfxx1txyDedbjCf6wD7,219,[],Ustad Bahauddin Qawal,3
3zQdpHMTdJnV4aCzGqCBYK,3918,"['classic persian pop', 'persian traditional']",Javad Maroufi,26
17OXC3oLAPMOQwqmzcsoxo,735,[],Karen Peck,22
18A0k2YX3jZYBrKz1h0Fp4,265,[],Stavros Ksarhakos,19
1pCXaoB8RV6mkcasIuqrsT,907,[],Stephen Hill,27
1RRQMvuWQBNWAMVWLIgCLj,1185,[],The Sign Posters,34
7frYUe4C7A42uZqCzD34Y4,53636,"['desi pop', 'punjabi hip hop', 'punjabi pop']",Sultaan,53
6acbdy69rtlv8m9EW31MYl,72684,"['afro dancehall', 'afropop', 'azontobeats', 'nigerian hip hop', 'nigerian pop']",Phyno,51
72578usTM6Cj5qWsi471Nc,248568,"['filmi', 'indian folk', 'indian rock', 'kannada pop']",Raghu Dixit,52
4rK6HLvoZhLFUTcUhG9WfC,5644,[],Deacon,52
6iv4lysB1yHXoZJ2gfqTdh,786,['indian fusion'],Shashwat Singh,56
7b6Ui7JVaBDEfZB9k6nHL0,701766,"['desi pop', 'hindi indie', 'indian indie', 'indian rock', 'new delhi indie', 'sufi']",The Local Train,57
1lNpPgcIPULhVgDxvI7xLs,4196,['russian electronic'],Monoplay,32
0tuUIxmkyJOzUoJO1kdAi4,123,[],Haile,37
0YdFvpH7MvXv5vBsfGvt7g,1009,['swedish electropop'],Alice Berg,41
2m7KAO7EiviB48ITkqTotr,26438,[],Gym Music,31
4bvGDTEPFnllKiJaEZGuXk,6395,['indian folk'],Achint,49
6SdRVw4NGUDFrTbWHXaUbH,30651,"['khaliji', 'sheilat']",Abdullah Al Mukhles,47
5wJ1H6ud777odtZl5gG507,211174,"['desi pop', 'modern bollywood']",Vishal Mishra,66
4qYpTEJThZ8FC8KzyFrSWW,24992,"['afro dancehall', 'afropop', 'alte', 'nigerian pop']",Boj,51
1AavJbrmyu2LqJRUmR05RY,3410,"['environmental', 'sleep']",Ocean Sounds Collection,59
4lEAIuvfZ8flvAGsW60HUH,0,[],Bangi,0
2jrGv71f6bOVIdjjlMqLm6,1,[],Sanaya Pithawala,0
61z6JxRffr86Z3eE7wwZzI,14,[],Shouvik Roy,0
4jewzLVqdq1ErwLbkbqNoq,11,[],Project Assegai,0
0IyY5dakn8JaMv8Ws5gpXT,0,[],Adel Munkifunk,0
0KaPJHsKvNia6fikixXV5q,1,[],Yasin Shahryari,0
2k7xLhBSDkF9oWJCQQG4Ka,13,[],Yahya Boushehri,0
7rVV9d6vc4FLT752uRuk71,14660,"['desi hip hop', 'tamil pop']",Arivu,63
0n4a5imdLBN24fIrBWoqrv,328492,"['opm', 'pinoy hip hop', 'pinoy r&b', 'pinoy trap', 'tagalog rap']",Because,59
1A50WG4Xi1IWiaqnUXYdoc,342,['kuduro'],Wild One94,12
1PaOP8AnQ8Le1tm4kIuA0d,80,[],Good Day Paradise,0
1doV1JYPVtwxktCps2w8H6,3,[],Kamal Aziz,0
50zgSRlFGAha6L1tLNIpZx,13,[],Colis,0
6MWn9V7F0sGZoDkClzrUDo,124,"['australian hip hop', 'australian trap']",Badboyswiss,9
7t2lAixMNcR1xtXCLSH2Kb,4,[],Glenn Eddie Meul,3
08mHDZy0H8LT2Aj5HwBi2G,8,[],Rozay Blixky,11
4YIOi9aFNviV1jRQeiNZgO,26563,"['afropop', 'azontobeats', 'nigerian hip hop', 'nigerian pop']",Reminisce,40
6NjoujvRrhFcnt9P3U1n0l,104,[],Mountain Climate,1
3akwWGeTOYIfbgLjNoZktj,105,[],Oscar Monreal Y Su Grupo Zorro,8
0ELuC3BNDALRmyfvSCKMUe,0,[],Blacck Ice,0
0EMOUM5aedmf43v8k4Iscn,0,[],Crusadez,0
4gdMJYnopf2nEUcanAwstx,103905,"['hindi indie', 'indian indie', 'indian singer-songwriter']",Anuv Jain,58
04POExMWjZF6Swukc3qU5P,8,[],VenomBeatz Official,0
04QmzBG3uDZhlColnM9zMD,0,[],Brown Noise Shushing for Easy Sleeping,0
1uqeg7CDizhaLOzAAZuIua,0,[],Siga Nu Betul,0
273uUd9o2PTOauyyk2Svbv,0,[],Fahad YAF,0
301lG1ScOXGVn9EWoUZ4vB,1,[],Francinne Misaka,1
3K2zJlW2gvWEasfCd5Xija,2,[],Cicily Abraham,0
4BQ7lj6hkAIGutjpVBoKmL,0,[],Tonoko,0
50zzW58thQSMnrsuwzlCwC,0,[],Manjit Kartarpuri,0
59FlPOf7mOc3hL87EFmDf1,9,[],Aayush Mann,0
6aLeiCZ1deolYaOHBMWxoP,0,[],iano Ranking,2
3r0NbTTxtCBUyxcIR4prXr,66016,"['pinoy hip hop', 'tagalog rap']",Jr Crown,59
25A5LqeSK0yH4ks5fGxbI2,426,[],Sava,63
6xNUn9epduXbZmCgsxutSx,1720,['uk drill'],BM X MINI,63
0gPYmulHN3cgyEcyHqs8ba,7,[],Jamilan,0
3EmxfPhGOU6gqMpJJesxCz,3,[],Collins Efe,0
3ZRQIGHJBTcazpAR08Ewx8,3,[],Eddy Raveland,0
3Zo0v9oP1wANLZFC6L7GwJ,1,[],Gulfam Mustafa,0
0dmerIRsQbjUtYkXgvYo6V,0,[],Sarfaraz Khan,0
0odOKN3NjlNxypmdALlHE8,8,[],HashemMalkawi,0
0xuBublHjYVqDWg1gnyfi5,1,[],양남진,8
0y1o7uM0ES2vWXs7uwcHaI,3,[],ДОГГИ,0
13jtsTg2mY8uIrAO8kawTG,0,[],BoyEMJ,0
1G9ZLWujUd4e58V7IqbBus,0,[],iSamuel,0
1T1iY8Rt1VHKRoO2dDCBVJ,1,[],Jyotirmayee,0
1o0WrmMKbUfgfQghod2QJH,1,[],Ibrahim Aljneibi,0
2KewEocognk3bL1lQZe45G,10609,[],C2d,58
2al4J14a2Q3LJHaxPJfxhA,24,[],Bumby,0
2cu8gKkDy2b50NmHa5hYjb,0,[],Unkn0wn4rtixt,0
2gGFFoizdSvguephIKTOEN,41,[],wasted talent,3
2qqnruS2pDbFA4lOJgu2SX,0,[],Parth Srivastava,0
2u3rCmZ7YBfEeq6p9I5kYD,4,[],Murder Key,1
30r5AIJ2ivyhBNz2akSAhU,23,[],Malik Antoni,0
34gYMt15Ki20Ie421g1QCF,2,[],Jaan Dhammi,0
08MZjMj5fS2BWMykxI6Q6c,33,[],Rania Kostaki,24
3PYnSZxzWOF9c8caH1JvUG,332,[],8ll,24
0siMGW0usKCoFTh5kyZIZ4,124,[],Benja,24
2XTg7bjSS6aFDPzJyCZH2D,10,[],Donalds,23
76GU6UN33eZc7fCVRZ2oJW,158,[],CJXY,23
7793uzhLMLFDClV4Imd6G1,841,[],SNOWPACK,23
4JAaeZsXOEyueMTdx5FFL2,10,[],Hakob,24
05TM6Glg3rhABPhe9KTzLu,14,[],Quadrilha Santa Teresinha,1
05V4K19VvMTwj93U3MTXdb,34,[],Sinapsis Band,0
0E3BCiUrbtxnDXNNccE7cq,0,[],Lev Kuznetsov,0
07mT0QkQqhgqOxJNiHytA0,1,[],Чиль,0
08ALfZ3DZyzOpVqkzjL4CH,13,[],OG PoohDollaz,0
08M5IPuCaZ9h8NrRXTfBZp,5,[],Nasa Nico,0
033ILCMVViJcj4qk0KStDa,0,[],Prabhleen Sandhu,0
0349sopNfpgPZ922ysfsy1,0,[],Madken,0
034I93yj4oItrwW0YK6HWp,173,[],रिंगटोन,0
034LKuiaTdmNJpnlJp2sr9,0,[],네임제이,0
036si8vS5Gb2pj5QKRdu5i,36,[],2-4 Grooves feat. Flip da Scrip,0
037VJ1rGCVBQksogfn07JG,0,[],Rosero Emil,0
038Pw1X9k2uCQ6m9HiTiXM,19,[],Wooden Rings,0
03Bxo9Qt5Ylcc7RiPzVpcM,5,[],Raimo De Felipe,0
03CRSehxfaNaAihy0pIVbd,0,[],Aera Cura,0
03FUQM1Ol7SIFdPpr0oM4m,1,[],Debbie Loh,0
03HPzTbqd0OO6XO4cYqt0O,0,[],Bull Tribe,0
03HbS9oxb1JLEwKxHw6otY,1,[],Rutger Hoedemaekers,0
03JHiSK5tUWdqkAYpJDmZg,5,[],Stories In Trance Presents,0
03JdjsuXlR9CncfUOOuMte,6,['indie hidalguense'],Panic Sweet,0
03JxQEdQvIOO8rYtJJCPos,0,[],de Kompeneej,0
03Kfpd38tmOZXWjSjKpwPJ,1,[],Cetali,0
03Lht5Xxl3AIDEBwCusFlA,6,[],Sandor,0
03MuqwxKmmIQlhn4f89Qpj,10,[],Jesse Mariah Williams,0
03MwriVfmk4mlfWZEwS8M9,0,[],Istvan Oszkar,0
03QCtbsyT4U2DtBDUPLHxG,13,[],Girgiti,0
03TtPiRLDr8tb6VuAPtuW3,0,[],Nina Kaliuzhna,0
03VgyS10PqFiiFmhCOvggC,0,[],Boski 3x,0
03Wde4G1lgw3EvkrnkMpEC,0,[],Calvin Wilson,0
03WlegOJiCENpv2E1QV9Be,0,[],T Maja & L.O.Y.A.L.E.,0
03WuHJBU1bQ2OvTGBLXpwX,0,[],Safeer Kollam,0
03WwbwduAlGHE7n0GbkBQF,1,[],Nikša,0
03YEJQFbUCWKwhw6QPCy2o,34,[],This Place,0
03YmZ0PDZ8dlq05F0ojWV6,2,[],Färdas,0
03YoTLzmKtrgbr9irM1DuK,15,[],Ostaba,0
03ZTIC6rQ44auEYoNEjflu,4,[],Uvaldo y Sus Cautivos del Norte,0
03e9Efpg1iuZFHpf3WfFbp,0,[],Vjoletë Kukaj,0
03fsmnfmijO6LDwTHkt4pK,0,[],Asså Charris,0
03gr0xqWUs03XDEmTT5BwE,0,[],Jacob Ambadan,0
03gvKThXKpD4fFdnEh4lrP,0,[],Chandermani,0
03l93VbLR8FF8ojDDrskji,0,[],Angelina Segura,0
03liKy3E1Il66TXcMSssNn,0,[],Shonna Stallworth,0
03ouMYEy4CuGIKCTNZTYwW,0,[],Traffic Anand,0
03piJrxzd3ciKtzyJbjk90,1,[],Tsabeat Vs SpazZz,0
03sJt5CJA0Yrkn02lKwNyG,1,[],Soundcruz,0
03sL1097NXrT3uwILAyQCZ,1,[],Eric Beasley,0
03uP1bHH1m41GxKccZB5xt,0,[],"Kirbside, Ray Ray & Grove",0
03ukdMKR6oWA6seWcjGYwo,9,[],北沢麻衣,0
03vSrSMuitOlgLoA6WT6Jx,0,[],Rabi Bagdi,0
03wwKnLmXEoLf1wyVbJO49,0,[],Sukumar Burman,0
320IRZ1nffhXLLcs2CSX20,56302,"['comedy', 'comic', 'haitian gospel', 'new comedy']",Anthony Jeselnik,48
04hZpWafiOIBBaSNws3biT,0,[],Mi*izu Orchestra,0
02Wui4dSNtotPNty9KujjS,0,[],Raphael Lafayette,0
0F55iBmNDhfNY0D8bQJIWN,0,[],Kaiia,0
0HVd2NI0cxifx2L5SgoDw5,6,[],Amahiru,0
0AXhzThzJNWlDkz9i5wt8k,96,[],Antoine Gibson,0
0AZ2SjFG74wuRFUp6PDgAE,42,[],Max Redding & the Dogwood Gospel,1
0AbA7z4tGnjQiES3nNnJj1,4,[],Stroke,0
0Ad9EFd1mxpINU0zZsnBQP,1,[],ボールプール,0
0AdHVkcWZUOeDHywvKw9Xa,0,[],KINGPIN SILVERBACK,0
0AfUbQ4javJtqjAvEMKBFK,13,[],Shawn Musiq,0
0AgR3ydxfJYRUKF6grHQuS,1,[],Jose2x,0
0Agu6yBJdgSHN3OXfsMtBd,0,[],大玉阿哥,0
0Ai91vAFNWZxhn9vJ0PAP0,1,[],Dj Max El Legendario,0
0AiSweXW1fLs2CcWLpdg52,0,[],JrZy,0
0Aiuv9sTlpR4KaGu3eWnPw,9,[],Araz Rafail,0
0Al1neo11fixKK41diFws6,1,[],Ray Of Sound,0
0AlYvYUBLgrXxwJl5iUlNd,125,[],Sophie Scholl,0
0AofXsKSQ8CuxHl2phmbTb,1,[],Conyer Clayton,0
0AppEYK0ilWWZfXZGXMTzY,5,[],DeeOhh,0
0AqWL048HfFLKxZPKSq1LU,0,[],Slick Series,0
0AsBgDAOTvlXe5e0vHeA07,10,[],3am,0
0AsR2x9XkqoauFn7AsOzjb,4,[],Rickdiow,0
089mK3lSTjTt3NP1EYnHUT,0,[],Massimo Degli Innocenti,0
2vGy3RFedNqAMIk4DGebnR,2,[],xde,5
3LrK8cGD7FQaktvzvaAR3s,2,[],Baks Bondy,6
3dzTImUFRRJUNUFiuu0Tzr,41,[],LocallyCopped,5
3oI750OHVcgb1Pv3zaB7Xy,46,[],Tom Jeffrey,7
2mnD3lfc9infcjV6vHIV6b,9,[],La Roscada,0
6ML6W6KnWuN4PhzVRDI3PA,706,[],Charles Stanley,3
38wtgSBaCeiA3hxkWuYvwy,164,[],Uama,1
2TPSrYAEwDwaru13NuJYVI,4,[],Dolores Cava,7
1gjDYTQtjIUuGBOLnwjz96,73,[],Victor Carrión,9
4662l1ZmSwzD5gDGF0I5uu,165,[],Brusa y los Bombones de Murano,6
3aqU2gqfD0iH93x9KcmT3B,395,[],Don Carlos,16
6hC3tI1R7sHgplEYPviFZY,342,['vintage tango'],Carlos Acuña,14
0ILH1dJHi09i2y3kfnj81w,332,[],Leopoldo Federico y su Orquesta Tipica,13
1QeDg5lxB9DDmYpEDeCSqU,1513,['folklore argentino'],Adolfo Abalos,9
4YodKr9jquVtUcSmB0gQEf,1338,[],Jorge López Ruiz,13
2VhvpyL5hj1YE4SYvIsUks,760,['folklore argentino'],Los Andariegos,12
5cXfFsNEAbnAyDBb84sZ9J,813,[],Grupo Vocal Argentino,11
7AGlWsIaI9UeK7XxvUDpcC,419,['villancicos'],Los Arroyenos,15
7k6w5wp6OqLPchrLXo6RV0,3603,['house argentino'],Elio Riso,27
5wkCcDqHUaJbR79G5rEEpL,3920,['rock nacional'],La Cofradia De La Flor Solar,13
0Ow3u7upUsqBVCKjEDYWBs,1798,"['blues latinoamericano', 'rock nacional']",Pajarito Zaguri,11
0XRtBMgyBDVmBKAR2mqmR4,2421,"['tango', 'vintage tango']",Sexteto Tango,14
2Q594S3OGe8r6WFITrtuXl,84,[],Juan Ramon,16
6AETRCQep85mUtIlX7BaFV,20203,"['argentine rock', 'rock nacional']",Color Humano,25
6lnMsBUq3n28HaxwRJdXUZ,55,[],Aldo Kustin,27
1XSVGwcOBIdSrcGp4gRSgL,3250,"['blues latinoamericano', 'rock nacional']",Claudio Gabis,19
47fpeEBmobi7jkLjy4Kf0p,25456,"['argentine rock', 'rock nacional']",Miguel Abuelo,27
2MvoqSSTigBbfXWoSHGtgj,3055,['rock nacional'],Alejandro Medina,18
0PyBsZlcv8KxT5BsBFnmwG,788,['tango'],Domingo Cura,22
4LoFcBNitqIC130rvzS6BG,14494,"['argentine rock', 'rock nacional']",Porsuigieco,25
3PN8odvj48fnALdAsCKG3g,10400,"['italian progressive rock', 'rock nacional']",Crucis,22
4qZeDZdBD3NiWVbkwX2Lpx,8401,"['argentine metal', 'latin metal', 'rock nacional']",El Reloj,20
57MNR6CKk1DURSMxF0TO7H,1946,['folklore argentino'],Orlando Veracruz,18
4okirS2wFnoVYH60wFbiuL,713,[],José Angel Trelles,17
1KPZ6yhG9iPOvA9ibzhvNX,247,[],Los Desconocidos De Siempre,20
6MvkFggWB2axNMRTISUOtr,1090,['musica andina'],Markama,16
39L2IfsSnte3Doy2yYyl9j,640,[],Enrique Espinosa,15
5b0UnnfFNudJBMFuvit4fT,820,[],Banda Original Columbia,25
3lXtbYD0IVuJUKEtqBFcvF,3805,['folklore argentino'],Liliana Vitale,18
29ruXKXBILdJvUe4stHvFZ,2378,['musica para ninos'],Pro Musica Niños Rosario,19
47CI3rPwwFOaUBq5HO1WEl,1241,['vintage tango'],Raúl Berón,28
612uwtiluu8mTvdLAEljQh,620,['folclore santiagueno'],Los Hermanos Toledo,20
1KPVSiQyrvH7y7QTYDSqLC,179,[],Daniel Fumega,30
42MtvWbpLboJmThRItMWSZ,7635,['classic venezuelan pop'],Cecilia Todd,25
4TbICkHjrC2B8tMO74P3w4,2269,[],Victor Velazquez,18
7CZEgK9uHbpW0RdfbWRIQC,4422,['rock nacional'],Ricardo Soule,18
2ApYZSCRExRk3TR9qnENt4,531,[],Helen St. John,31
49UpIRD1s5bMEhbYYTnqUD,1467,['post-punk argentina'],Sobrecarga,21
1Fsg1SqM5QShVWZbjjYPx8,983,[],Los Príncipes,19
2OL1Rpd8YwI243JOKhC02L,2504,['rock nacional'],La Torre,21
0XLhfP0Nt0IYLLKqfWjnbb,2345,[],George Kranz,36
4O9CBbbUVZdaJ2iUdDy7yw,1911,['musica para ninos'],Conjunto Pro Musica De Rosario,24
0Ar8n2Mvgie7KTslXgb8lH,2832,"['orquesta tipica', 'tango', 'vintage tango']",Angel D'Agostino,27
4LcVOgiAzJlIZJk5gFa4yu,2821,['rock nacional'],Rubén Goldín,20
2xbIkKN0Yzb14N9WTZWtD2,4381,[],Las Primas,24
